team,rank,country,elo,league,week
Lecce,91,ITA,1574.80114746,ITA-Serie A,2010-8-14
Brescia,93,ITA,1569.10595703,ITA-Serie A,2010-8-14
Cesena,96,ITA,1534.43347168,ITA-Serie A,2010-8-14
Inter,5,ITA,1929.32067871,ITA-Serie A,2010-8-21
Roma,10,ITA,1828.95703125,ITA-Serie A,2010-8-21
Milan,15,ITA,1786.53771973,ITA-Serie A,2010-8-21
Palermo,28,ITA,1748.74267578,ITA-Serie A,2010-8-21
Sampdoria,34,ITA,1728.0715332,ITA-Serie A,2010-8-21
Juventus,37,ITA,1703.48901367,ITA-Serie A,2010-8-21
Napoli,39,ITA,1694.86401367,ITA-Serie A,2010-8-21
Fiorentina,40,ITA,1692.91821289,ITA-Serie A,2010-8-21
Genoa,49,ITA,1671.57739258,ITA-Serie A,2010-8-21
Udinese,51,ITA,1669.92993164,ITA-Serie A,2010-8-21
Lazio,58,ITA,1655.2824707,ITA-Serie A,2010-8-21
Parma,62,ITA,1650.54821777,ITA-Serie A,2010-8-21
Catania,63,ITA,1648.98156738,ITA-Serie A,2010-8-21
Bari,65,ITA,1645.58105469,ITA-Serie A,2010-8-21
Cagliari,69,ITA,1638.29711914,ITA-Serie A,2010-8-21
Chievo,71,ITA,1631.54309082,ITA-Serie A,2010-8-21
Bologna,83,ITA,1614.31542969,ITA-Serie A,2010-8-21
Lecce,91,ITA,1574.61706543,ITA-Serie A,2010-8-21
Brescia,94,ITA,1568.92175293,ITA-Serie A,2010-8-21
Cesena,96,ITA,1534.24938965,ITA-Serie A,2010-8-21
Inter,5,ITA,1930.59204102,ITA-Serie A,2010-8-28
Roma,9,ITA,1830.22839355,ITA-Serie A,2010-8-28
Milan,16,ITA,1787.8092041,ITA-Serie A,2010-8-28
Palermo,27,ITA,1749.81945801,ITA-Serie A,2010-8-28
Sampdoria,33,ITA,1728.82983398,ITA-Serie A,2010-8-28
Juventus,36,ITA,1705.86694336,ITA-Serie A,2010-8-28
Napoli,39,ITA,1699.50439453,ITA-Serie A,2010-8-28
Fiorentina,41,ITA,1694.1895752,ITA-Serie A,2010-8-28
Genoa,48,ITA,1672.84875488,ITA-Serie A,2010-8-28
Udinese,51,ITA,1671.20129395,ITA-Serie A,2010-8-28
Lazio,58,ITA,1656.55395508,ITA-Serie A,2010-8-28
Parma,61,ITA,1651.81958008,ITA-Serie A,2010-8-28
Catania,63,ITA,1650.25292969,ITA-Serie A,2010-8-28
Bari,65,ITA,1646.85241699,ITA-Serie A,2010-8-28
Cagliari,66,ITA,1639.56848145,ITA-Serie A,2010-8-28
Chievo,72,ITA,1632.81445312,ITA-Serie A,2010-8-28
Bologna,85,ITA,1615.58679199,ITA-Serie A,2010-8-28
Lecce,91,ITA,1575.88842773,ITA-Serie A,2010-8-28
Brescia,93,ITA,1570.19311523,ITA-Serie A,2010-8-28
Cesena,96,ITA,1535.52075195,ITA-Serie A,2010-8-28
Inter,5,ITA,1924.5637207,ITA-Serie A,2010-9-4
Roma,9,ITA,1822.38562012,ITA-Serie A,2010-9-4
Milan,14,ITA,1792.4206543,ITA-Serie A,2010-9-4
Palermo,28,ITA,1745.03613281,ITA-Serie A,2010-9-4
Sampdoria,32,ITA,1735.61889648,ITA-Serie A,2010-9-4
Napoli,38,ITA,1701.36437988,ITA-Serie A,2010-9-4
Juventus,40,ITA,1698.04162598,ITA-Serie A,2010-9-4
Fiorentina,43,ITA,1692.32946777,ITA-Serie A,2010-9-4
Genoa,49,ITA,1682.70849609,ITA-Serie A,2010-9-4
Udinese,55,ITA,1661.3416748,ITA-Serie A,2010-9-4
Parma,56,ITA,1658.31555176,ITA-Serie A,2010-9-4
Bari,58,ITA,1654.67773438,ITA-Serie A,2010-9-4
Lazio,62,ITA,1649.76477051,ITA-Serie A,2010-9-4
Cagliari,65,ITA,1644.35180664,ITA-Serie A,2010-9-4
Catania,67,ITA,1643.39941406,ITA-Serie A,2010-9-4
Chievo,68,ITA,1639.66796875,ITA-Serie A,2010-9-4
Bologna,78,ITA,1621.61499023,ITA-Serie A,2010-9-4
Lecce,93,ITA,1571.27685547,ITA-Serie A,2010-9-4
Brescia,95,ITA,1563.69714355,ITA-Serie A,2010-9-4
Cesena,97,ITA,1543.36352539,ITA-Serie A,2010-9-4
Inter,5,ITA,1924.5637207,ITA-Serie A,2010-9-11
Roma,9,ITA,1822.38562012,ITA-Serie A,2010-9-11
Milan,14,ITA,1792.4206543,ITA-Serie A,2010-9-11
Palermo,28,ITA,1745.03613281,ITA-Serie A,2010-9-11
Sampdoria,32,ITA,1735.61889648,ITA-Serie A,2010-9-11
Napoli,39,ITA,1701.36437988,ITA-Serie A,2010-9-11
Juventus,41,ITA,1698.04162598,ITA-Serie A,2010-9-11
Fiorentina,43,ITA,1692.32946777,ITA-Serie A,2010-9-11
Genoa,49,ITA,1682.70849609,ITA-Serie A,2010-9-11
Udinese,55,ITA,1661.3416748,ITA-Serie A,2010-9-11
Parma,56,ITA,1658.31555176,ITA-Serie A,2010-9-11
Bari,58,ITA,1654.67773438,ITA-Serie A,2010-9-11
Lazio,62,ITA,1649.76477051,ITA-Serie A,2010-9-11
Cagliari,65,ITA,1644.35180664,ITA-Serie A,2010-9-11
Catania,67,ITA,1643.39941406,ITA-Serie A,2010-9-11
Chievo,68,ITA,1639.66796875,ITA-Serie A,2010-9-11
Bologna,78,ITA,1621.61499023,ITA-Serie A,2010-9-11
Lecce,93,ITA,1571.27685547,ITA-Serie A,2010-9-11
Brescia,95,ITA,1563.69714355,ITA-Serie A,2010-9-11
Cesena,97,ITA,1543.36352539,ITA-Serie A,2010-9-11
Inter,5,ITA,1914.33044434,ITA-Serie A,2010-9-18
Roma,13,ITA,1787.11804199,ITA-Serie A,2010-9-18
Milan,16,ITA,1774.15222168,ITA-Serie A,2010-9-18
Sampdoria,31,ITA,1730.83508301,ITA-Serie A,2010-9-18
Palermo,34,ITA,1715.14660645,ITA-Serie A,2010-9-18
Napoli,41,ITA,1684.45336914,ITA-Serie A,2010-9-18
Juventus,44,ITA,1681.79284668,ITA-Serie A,2010-9-18
Fiorentina,46,ITA,1675.09277344,ITA-Serie A,2010-9-18
Genoa,56,ITA,1658.96325684,ITA-Serie A,2010-9-18
Cagliari,58,ITA,1657.56970215,ITA-Serie A,2010-9-18
Udinese,60,ITA,1651.61157227,ITA-Serie A,2010-9-18
Bari,61,ITA,1650.05041504,ITA-Serie A,2010-9-18
Lazio,62,ITA,1649.66027832,ITA-Serie A,2010-9-18
Chievo,66,ITA,1647.35302734,ITA-Serie A,2010-9-18
Parma,67,ITA,1643.68310547,ITA-Serie A,2010-9-18
Catania,70,ITA,1641.97155762,ITA-Serie A,2010-9-18
Bologna,86,ITA,1605.65930176,ITA-Serie A,2010-9-18
Lecce,94,ITA,1572.45336914,ITA-Serie A,2010-9-18
Brescia,95,ITA,1566.50476074,ITA-Serie A,2010-9-18
Cesena,96,ITA,1552.98510742,ITA-Serie A,2010-9-18
Inter,5,ITA,1922.6003418,ITA-Serie A,2010-9-25
Roma,17,ITA,1769.61096191,ITA-Serie A,2010-9-25
Milan,18,ITA,1767.76782227,ITA-Serie A,2010-9-25
Palermo,32,ITA,1724.08874512,ITA-Serie A,2010-9-25
Sampdoria,34,ITA,1719.98486328,ITA-Serie A,2010-9-25
Juventus,42,ITA,1686.1418457,ITA-Serie A,2010-9-25
Napoli,43,ITA,1679.47387695,ITA-Serie A,2010-9-25
Fiorentina,50,ITA,1666.51464844,ITA-Serie A,2010-9-25
Lazio,51,ITA,1661.22216797,ITA-Serie A,2010-9-25
Cagliari,53,ITA,1659.15002441,ITA-Serie A,2010-9-25
Genoa,55,ITA,1658.73657227,ITA-Serie A,2010-9-25
Catania,60,ITA,1653.61560059,ITA-Serie A,2010-9-25
Chievo,63,ITA,1651.6048584,ITA-Serie A,2010-9-25
Bari,67,ITA,1644.73254395,ITA-Serie A,2010-9-25
Parma,70,ITA,1641.85400391,ITA-Serie A,2010-9-25
Udinese,75,ITA,1626.71398926,ITA-Serie A,2010-9-25
Bologna,79,ITA,1618.64782715,ITA-Serie A,2010-9-25
Brescia,93,ITA,1589.6751709,ITA-Serie A,2010-9-25
Lecce,95,ITA,1565.80944824,ITA-Serie A,2010-9-25
Cesena,97,ITA,1553.44116211,ITA-Serie A,2010-9-25
Inter,5,ITA,1924.10693359,ITA-Serie A,2010-10-2
Roma,13,ITA,1785.6973877,ITA-Serie A,2010-10-2
Milan,16,ITA,1778.61962891,ITA-Serie A,2010-10-2
Palermo,33,ITA,1723.71582031,ITA-Serie A,2010-10-2
Sampdoria,34,ITA,1721.20874023,ITA-Serie A,2010-10-2
Juventus,40,ITA,1703.82873535,ITA-Serie A,2010-10-2
Napoli,42,ITA,1693.08508301,ITA-Serie A,2010-10-2
Fiorentina,44,ITA,1679.15808105,ITA-Serie A,2010-10-2
Lazio,47,ITA,1676.08068848,ITA-Serie A,2010-10-2
Genoa,57,ITA,1659.70349121,ITA-Serie A,2010-10-2
Cagliari,58,ITA,1656.26293945,ITA-Serie A,2010-10-2
Catania,59,ITA,1655.19030762,ITA-Serie A,2010-10-2
Bari,60,ITA,1654.45080566,ITA-Serie A,2010-10-2
Chievo,68,ITA,1646.27587891,ITA-Serie A,2010-10-2
Parma,72,ITA,1638.7401123,ITA-Serie A,2010-10-2
Udinese,73,ITA,1636.08691406,ITA-Serie A,2010-10-2
Bologna,77,ITA,1626.60266113,ITA-Serie A,2010-10-2
Brescia,92,ITA,1589.4864502,ITA-Serie A,2010-10-2
Lecce,95,ITA,1576.52478027,ITA-Serie A,2010-10-2
Cesena,97,ITA,1546.15722656,ITA-Serie A,2010-10-2
Inter,5,ITA,1917.16601562,ITA-Serie A,2010-10-9
Milan,13,ITA,1785.0703125,ITA-Serie A,2010-10-9
Roma,18,ITA,1773.88110352,ITA-Serie A,2010-10-9
Palermo,31,ITA,1732.4934082,ITA-Serie A,2010-10-9
Sampdoria,35,ITA,1720.7043457,ITA-Serie A,2010-10-9
Juventus,38,ITA,1710.76977539,ITA-Serie A,2010-10-9
Napoli,39,ITA,1704.90136719,ITA-Serie A,2010-10-9
Lazio,44,ITA,1680.40673828,ITA-Serie A,2010-10-9
Fiorentina,48,ITA,1670.38049316,ITA-Serie A,2010-10-9
Genoa,52,ITA,1665.70910645,ITA-Serie A,2010-10-9
Cagliari,57,ITA,1658.17004395,ITA-Serie A,2010-10-9
Bari,63,ITA,1648.44519043,ITA-Serie A,2010-10-9
Catania,65,ITA,1647.0324707,ITA-Serie A,2010-10-9
Chievo,68,ITA,1644.36889648,ITA-Serie A,2010-10-9
Udinese,71,ITA,1640.26074219,ITA-Serie A,2010-10-9
Parma,75,ITA,1632.28942871,ITA-Serie A,2010-10-9
Bologna,76,ITA,1627.10717773,ITA-Serie A,2010-10-9
Brescia,93,ITA,1585.16052246,ITA-Serie A,2010-10-9
Lecce,94,ITA,1584.68261719,ITA-Serie A,2010-10-9
Cesena,97,ITA,1541.98339844,ITA-Serie A,2010-10-9
Inter,5,ITA,1917.16601562,ITA-Serie A,2010-10-16
Milan,13,ITA,1785.0703125,ITA-Serie A,2010-10-16
Roma,18,ITA,1773.88110352,ITA-Serie A,2010-10-16
Palermo,31,ITA,1732.4934082,ITA-Serie A,2010-10-16
Sampdoria,35,ITA,1720.7043457,ITA-Serie A,2010-10-16
Juventus,38,ITA,1710.76977539,ITA-Serie A,2010-10-16
Napoli,39,ITA,1704.90136719,ITA-Serie A,2010-10-16
Lazio,44,ITA,1680.40673828,ITA-Serie A,2010-10-16
Fiorentina,48,ITA,1670.38049316,ITA-Serie A,2010-10-16
Genoa,52,ITA,1665.70910645,ITA-Serie A,2010-10-16
Cagliari,57,ITA,1658.17004395,ITA-Serie A,2010-10-16
Bari,63,ITA,1648.44519043,ITA-Serie A,2010-10-16
Catania,65,ITA,1647.0324707,ITA-Serie A,2010-10-16
Chievo,68,ITA,1644.36889648,ITA-Serie A,2010-10-16
Udinese,71,ITA,1640.26074219,ITA-Serie A,2010-10-16
Parma,75,ITA,1632.28942871,ITA-Serie A,2010-10-16
Bologna,76,ITA,1627.10717773,ITA-Serie A,2010-10-16
Brescia,93,ITA,1585.16052246,ITA-Serie A,2010-10-16
Lecce,94,ITA,1584.68261719,ITA-Serie A,2010-10-16
Cesena,97,ITA,1541.98339844,ITA-Serie A,2010-10-16
Inter,5,ITA,1909.36169434,ITA-Serie A,2010-10-23
Milan,19,ITA,1770.32824707,ITA-Serie A,2010-10-23
Roma,26,ITA,1742.84753418,ITA-Serie A,2010-10-23
Palermo,35,ITA,1706.52355957,ITA-Serie A,2010-10-23
Sampdoria,39,ITA,1702.01550293,ITA-Serie A,2010-10-23
Juventus,40,ITA,1699.94177246,ITA-Serie A,2010-10-23
Napoli,42,ITA,1690.80529785,ITA-Serie A,2010-10-23
Lazio,47,ITA,1678.3125,ITA-Serie A,2010-10-23
Fiorentina,60,ITA,1650.03125,ITA-Serie A,2010-10-23
Genoa,64,ITA,1646.76306152,ITA-Serie A,2010-10-23
Cagliari,68,ITA,1638.94372559,ITA-Serie A,2010-10-23
Udinese,70,ITA,1633.65319824,ITA-Serie A,2010-10-23
Catania,73,ITA,1630.9967041,ITA-Serie A,2010-10-23
Chievo,75,ITA,1624.4119873,ITA-Serie A,2010-10-23
Bari,78,ITA,1619.83007812,ITA-Serie A,2010-10-23
Parma,79,ITA,1616.68334961,ITA-Serie A,2010-10-23
Bologna,84,ITA,1605.32202148,ITA-Serie A,2010-10-23
Lecce,95,ITA,1562.56933594,ITA-Serie A,2010-10-23
Brescia,96,ITA,1561.05871582,ITA-Serie A,2010-10-23
Cesena,97,ITA,1526.88012695,ITA-Serie A,2010-10-23
Inter,5,ITA,1906.60412598,ITA-Serie A,2010-10-30
Milan,17,ITA,1778.68591309,ITA-Serie A,2010-10-30
Roma,26,ITA,1741.64025879,ITA-Serie A,2010-10-30
Sampdoria,36,ITA,1708.86621094,ITA-Serie A,2010-10-30
Juventus,38,ITA,1699.63659668,ITA-Serie A,2010-10-30
Palermo,40,ITA,1698.82922363,ITA-Serie A,2010-10-30
Lazio,46,ITA,1683.38293457,ITA-Serie A,2010-10-30
Napoli,48,ITA,1682.44763184,ITA-Serie A,2010-10-30
Fiorentina,57,ITA,1655.36340332,ITA-Serie A,2010-10-30
Genoa,63,ITA,1648.33947754,ITA-Serie A,2010-10-30
Udinese,66,ITA,1641.34753418,ITA-Serie A,2010-10-30
Cagliari,70,ITA,1633.87329102,ITA-Serie A,2010-10-30
Chievo,72,ITA,1628.39050293,ITA-Serie A,2010-10-30
Catania,74,ITA,1625.32714844,ITA-Serie A,2010-10-30
Parma,77,ITA,1617.89050293,ITA-Serie A,2010-10-30
Bari,80,ITA,1614.4979248,ITA-Serie A,2010-10-30
Bologna,84,ITA,1605.6270752,ITA-Serie A,2010-10-30
Lecce,95,ITA,1568.60400391,ITA-Serie A,2010-10-30
Brescia,96,ITA,1555.02404785,ITA-Serie A,2010-10-30
Cesena,97,ITA,1522.90161133,ITA-Serie A,2010-10-30
Inter,6,ITA,1887.33276367,ITA-Serie A,2010-11-6
Milan,18,ITA,1762.54211426,ITA-Serie A,2010-11-6
Roma,23,ITA,1746.52416992,ITA-Serie A,2010-11-6
Sampdoria,37,ITA,1703.21923828,ITA-Serie A,2010-11-6
Juventus,38,ITA,1698.77661133,ITA-Serie A,2010-11-6
Lazio,43,ITA,1686.73657227,ITA-Serie A,2010-11-6
Napoli,47,ITA,1677.72229004,ITA-Serie A,2010-11-6
Palermo,48,ITA,1675.56896973,ITA-Serie A,2010-11-6
Fiorentina,58,ITA,1649.89379883,ITA-Serie A,2010-11-6
Udinese,60,ITA,1647.84191895,ITA-Serie A,2010-11-6
Genoa,65,ITA,1641.31018066,ITA-Serie A,2010-11-6
Cagliari,69,ITA,1634.38000488,ITA-Serie A,2010-11-6
Chievo,75,ITA,1623.46411133,ITA-Serie A,2010-11-6
Catania,78,ITA,1616.73815918,ITA-Serie A,2010-11-6
Parma,84,ITA,1608.75830078,ITA-Serie A,2010-11-6
Bari,89,ITA,1593.94482422,ITA-Serie A,2010-11-6
Bologna,90,ITA,1591.06176758,ITA-Serie A,2010-11-6
Lecce,95,ITA,1557.91894531,ITA-Serie A,2010-11-6
Brescia,96,ITA,1541.02636719,ITA-Serie A,2010-11-6
Cesena,97,ITA,1510.29443359,ITA-Serie A,2010-11-6
Inter,6,ITA,1872.7512207,ITA-Serie A,2010-11-13
Milan,17,ITA,1774.2043457,ITA-Serie A,2010-11-13
Roma,19,ITA,1762.64770508,ITA-Serie A,2010-11-13
Juventus,38,ITA,1700.22888184,ITA-Serie A,2010-11-13
Napoli,41,ITA,1693.05664062,ITA-Serie A,2010-11-13
Sampdoria,42,ITA,1690.11962891,ITA-Serie A,2010-11-13
Palermo,49,ITA,1674.86730957,ITA-Serie A,2010-11-13
Lazio,52,ITA,1663.95715332,ITA-Serie A,2010-11-13
Fiorentina,59,ITA,1651.59936523,ITA-Serie A,2010-11-13
Genoa,63,ITA,1641.43347168,ITA-Serie A,2010-11-13
Udinese,64,ITA,1638.40014648,ITA-Serie A,2010-11-13
Cagliari,74,ITA,1628.2454834,ITA-Serie A,2010-11-13
Catania,75,ITA,1627.9942627,ITA-Serie A,2010-11-13
Chievo,77,ITA,1614.89404297,ITA-Serie A,2010-11-13
Parma,80,ITA,1610.84387207,ITA-Serie A,2010-11-13
Bologna,88,ITA,1593.28466797,ITA-Serie A,2010-11-13
Bari,90,ITA,1591.12756348,ITA-Serie A,2010-11-13
Lecce,95,ITA,1556.62792969,ITA-Serie A,2010-11-13
Brescia,96,ITA,1551.5369873,ITA-Serie A,2010-11-13
Cesena,97,ITA,1517.23510742,ITA-Serie A,2010-11-13
Inter,7,ITA,1860.03076172,ITA-Serie A,2010-11-20
Milan,14,ITA,1786.92468262,ITA-Serie A,2010-11-20
Roma,20,ITA,1763.23034668,ITA-Serie A,2010-11-20
Juventus,40,ITA,1699.64624023,ITA-Serie A,2010-11-20
Sampdoria,44,ITA,1685.83630371,ITA-Serie A,2010-11-20
Napoli,46,ITA,1683.46130371,ITA-Serie A,2010-11-20
Palermo,47,ITA,1681.92150879,ITA-Serie A,2010-11-20
Lazio,52,ITA,1673.55249023,ITA-Serie A,2010-11-20
Fiorentina,56,ITA,1654.94165039,ITA-Serie A,2010-11-20
Genoa,58,ITA,1651.34484863,ITA-Serie A,2010-11-20
Udinese,61,ITA,1646.71887207,ITA-Serie A,2010-11-20
Catania,75,ITA,1620.94006348,ITA-Serie A,2010-11-20
Parma,76,ITA,1620.71899414,ITA-Serie A,2010-11-20
Chievo,78,ITA,1619.17736816,ITA-Serie A,2010-11-20
Cagliari,79,ITA,1618.33410645,ITA-Serie A,2010-11-20
Bologna,86,ITA,1598.40710449,ITA-Serie A,2010-11-20
Bari,93,ITA,1581.25244141,ITA-Serie A,2010-11-20
Lecce,95,ITA,1548.3092041,ITA-Serie A,2010-11-20
Brescia,96,ITA,1546.41455078,ITA-Serie A,2010-11-20
Cesena,97,ITA,1513.89294434,ITA-Serie A,2010-11-20
Inter,7,ITA,1858.65429688,ITA-Serie A,2010-11-27
Milan,11,ITA,1810.78405762,ITA-Serie A,2010-11-27
Roma,16,ITA,1784.37194824,ITA-Serie A,2010-11-27
Juventus,32,ITA,1720.09875488,ITA-Serie A,2010-11-27
Sampdoria,39,ITA,1700.39709473,ITA-Serie A,2010-11-27
Napoli,41,ITA,1698.49169922,ITA-Serie A,2010-11-27
Palermo,43,ITA,1695.66809082,ITA-Serie A,2010-11-27
Lazio,49,ITA,1682.30358887,ITA-Serie A,2010-11-27
Fiorentina,54,ITA,1659.46081543,ITA-Serie A,2010-11-27
Udinese,59,ITA,1649.68591309,ITA-Serie A,2010-11-27
Genoa,61,ITA,1646.56677246,ITA-Serie A,2010-11-27
Chievo,64,ITA,1639.19689941,ITA-Serie A,2010-11-27
Cagliari,68,ITA,1634.73217773,ITA-Serie A,2010-11-27
Catania,69,ITA,1633.91699219,ITA-Serie A,2010-11-27
Parma,75,ITA,1627.64208984,ITA-Serie A,2010-11-27
Bologna,87,ITA,1599.05090332,ITA-Serie A,2010-11-27
Bari,92,ITA,1583.9498291,ITA-Serie A,2010-11-27
Lecce,95,ITA,1549.42272949,ITA-Serie A,2010-11-27
Brescia,96,ITA,1545.69067383,ITA-Serie A,2010-11-27
Cesena,97,ITA,1515.82067871,ITA-Serie A,2010-11-27
Inter,7,ITA,1840.12243652,ITA-Serie A,2010-12-4
Milan,12,ITA,1803.27697754,ITA-Serie A,2010-12-4
Roma,17,ITA,1766.25390625,ITA-Serie A,2010-12-4
Juventus,35,ITA,1705.515625,ITA-Serie A,2010-12-4
Palermo,42,ITA,1694.59936523,ITA-Serie A,2010-12-4
Lazio,46,ITA,1687.38256836,ITA-Serie A,2010-12-4
Sampdoria,47,ITA,1684.33642578,ITA-Serie A,2010-12-4
Napoli,49,ITA,1680.49084473,ITA-Serie A,2010-12-4
Fiorentina,57,ITA,1656.65283203,ITA-Serie A,2010-12-4
Udinese,58,ITA,1653.18884277,ITA-Serie A,2010-12-4
Genoa,62,ITA,1639.23632812,ITA-Serie A,2010-12-4
Chievo,67,ITA,1632.4675293,ITA-Serie A,2010-12-4
Cagliari,68,ITA,1632.18469238,ITA-Serie A,2010-12-4
Catania,69,ITA,1630.72265625,ITA-Serie A,2010-12-4
Parma,78,ITA,1617.37158203,ITA-Serie A,2010-12-4
Bologna,89,ITA,1592.32141113,ITA-Serie A,2010-12-4
Bari,93,ITA,1573.19836426,ITA-Serie A,2010-12-4
Brescia,95,ITA,1539.56213379,ITA-Serie A,2010-12-4
Lecce,96,ITA,1538.51123047,ITA-Serie A,2010-12-4
Cesena,97,ITA,1513.11315918,ITA-Serie A,2010-12-4
Inter,8,ITA,1813.75390625,ITA-Serie A,2010-12-11
Milan,16,ITA,1776.42138672,ITA-Serie A,2010-12-11
Roma,22,ITA,1748.49475098,ITA-Serie A,2010-12-11
Juventus,35,ITA,1705.71289062,ITA-Serie A,2010-12-11
Sampdoria,48,ITA,1678.79992676,ITA-Serie A,2010-12-11
Palermo,49,ITA,1676.52954102,ITA-Serie A,2010-12-11
Lazio,50,ITA,1675.53112793,ITA-Serie A,2010-12-11
Napoli,51,ITA,1674.85791016,ITA-Serie A,2010-12-11
Fiorentina,58,ITA,1650.22485352,ITA-Serie A,2010-12-11
Genoa,64,ITA,1638.08544922,ITA-Serie A,2010-12-11
Udinese,66,ITA,1634.55432129,ITA-Serie A,2010-12-11
Chievo,77,ITA,1615.27539062,ITA-Serie A,2010-12-11
Cagliari,78,ITA,1614.90979004,ITA-Serie A,2010-12-11
Parma,79,ITA,1612.30334473,ITA-Serie A,2010-12-11
Catania,81,ITA,1606.82250977,ITA-Serie A,2010-12-11
Bologna,86,ITA,1599.21337891,ITA-Serie A,2010-12-11
Bari,94,ITA,1555.03198242,ITA-Serie A,2010-12-11
Brescia,95,ITA,1524.80651855,ITA-Serie A,2010-12-11
Lecce,96,ITA,1515.95935059,ITA-Serie A,2010-12-11
Cesena,97,ITA,1489.32189941,ITA-Serie A,2010-12-11
Inter,9,ITA,1809.52807617,ITA-Serie A,2010-12-18
Milan,16,ITA,1782.1262207,ITA-Serie A,2010-12-18
Roma,21,ITA,1746.60510254,ITA-Serie A,2010-12-18
Juventus,35,ITA,1706.80859375,ITA-Serie A,2010-12-18
Napoli,46,ITA,1682.49645996,ITA-Serie A,2010-12-18
Palermo,47,ITA,1681.50927734,ITA-Serie A,2010-12-18
Lazio,52,ITA,1666.00610352,ITA-Serie A,2010-12-18
Sampdoria,61,ITA,1645.86669922,ITA-Serie A,2010-12-18
Fiorentina,66,ITA,1639.64416504,ITA-Serie A,2010-12-18
Udinese,68,ITA,1636.68322754,ITA-Serie A,2010-12-18
Genoa,74,ITA,1624.63464355,ITA-Serie A,2010-12-18
Cagliari,75,ITA,1620.86169434,ITA-Serie A,2010-12-18
Chievo,82,ITA,1602.53674316,ITA-Serie A,2010-12-18
Parma,83,ITA,1601.63964844,ITA-Serie A,2010-12-18
Catania,87,ITA,1592.41894531,ITA-Serie A,2010-12-18
Bologna,91,ITA,1585.0567627,ITA-Serie A,2010-12-18
Bari,94,ITA,1548.4699707,ITA-Serie A,2010-12-18
Brescia,95,ITA,1530.57946777,ITA-Serie A,2010-12-18
Lecce,96,ITA,1520.24633789,ITA-Serie A,2010-12-18
Cesena,97,ITA,1485.09606934,ITA-Serie A,2010-12-18
Inter,9,ITA,1809.52807617,ITA-Serie A,2010-12-25
Milan,18,ITA,1770.99536133,ITA-Serie A,2010-12-25
Roma,20,ITA,1757.73608398,ITA-Serie A,2010-12-25
Juventus,35,ITA,1706.32470703,ITA-Serie A,2010-12-25
Napoli,45,ITA,1685.21960449,ITA-Serie A,2010-12-25
Palermo,47,ITA,1680.20458984,ITA-Serie A,2010-12-25
Lazio,51,ITA,1671.22253418,ITA-Serie A,2010-12-25
Sampdoria,61,ITA,1645.86669922,ITA-Serie A,2010-12-25
Fiorentina,66,ITA,1639.64416504,ITA-Serie A,2010-12-25
Udinese,71,ITA,1631.46691895,ITA-Serie A,2010-12-25
Genoa,72,ITA,1624.63464355,ITA-Serie A,2010-12-25
